Name,QuantityType/0,DimensionalClass,SameUnit/0/_uom,SameUnit/0/_namingSystem,CatalogName,CatalogSymbol/_isExplicit,CatalogSymbol/__text,_id,_annotation,QuantityType/1,BaseUnit/BasicAuthority,QuantityType/2,BaseUnit/Description,Deprecated,QuantityType/3,QuantityType/4,QuantityType/5,QuantityType/6,QuantityType/7,SameUnit/1/_uom,SameUnit/1/_namingSystem,SameUnit/2/_uom,SameUnit/2/_namingSystem,QuantityType/8,QuantityType/9,QuantityType/10,QuantityType/11,QuantityType/12,ConversionToBaseUnit/Factor,ConversionToBaseUnit/_baseUnit,ConversionToBaseUnit/Fraction/Numerator,ConversionToBaseUnit/Fraction/Denominator,ConversionToBaseUnit/Formula/A,ConversionToBaseUnit/Formula/B,ConversionToBaseUnit/Formula/C,ConversionToBaseUnit/Formula/D,SameUnit/3/_uom,SameUnit/3/_namingSystem
millidarcy sq feet/pound force second,mobility,L3T/M,mD.ft2/lbf.s,RP66,POSC,true,mD.ft2/lbf.s,mDTft2PlbfTs,mD.ft2/lbf.s,,,,,,,,,,,,,,,,,,,,,m2/Pa.s,9.86932E-016,47.88026,,,,,,
millidarcy sq inches/pound force second,mobility,L3T/M,mD.in2/lbf.s,RP66,POSC,true,mD.in2/lbf.s,mDTin2PlbfTs,mD.in2/lbf.s,,,,,,,,,,,,,,,,,,,,,m2/Pa.s,9.86932E-016,6894.757,,,,,,
millidarcy metres,permeability length,L3,mD.m,RP66,POSC,true,mD.m,mDTm,mD.m,,,,,,,,,,,,,,,,,,,,9.86932E-016,m3,,,,,,,,
millidarcies/centipoise,mobility,L3T/M,mD/cP,RP66,POSC,true,mD/cP,mDPcP,mD/cP,,,,,,,,,,,,,,,,,,,,,m2/Pa.s,9.86932E-016,0.001,,,,,,
millidarcies/Pascal second,mobility,L3T/M,mD/Pa.s,RP66,POSC,true,mD/Pa.s,mDPPaTs,mD/Pa.s,,,,,,,,,,,,,,,,,,,,9.86932E-016,m2/Pa.s,,,,,,,,
milliequivalent,electrochemical equivalent,CT/N,meq,RP66,POSC,true,meq,meq,meq,,,,,,,,,,,,,,,,,,,,0.001,eq,,,,,,,,
milliequivalents/ hectogram,equivalent per mass,CT/MN,,,POSC,true,meq/100g,meqP100g,meq/100g,,,,,,,,,,,,,,,,,,,,100,eq/kg,,,,,,,,
milliequivalents/ cubic centimeter,equivalent per volume,CT/L3N,meq/cm3,RP66,POSC,true,meq/cm3,meqPcm3,meq/cm3,,,,,,,,,,,,,,,,,,,,1000,eq/m3,,,,,,,,
milliequivalents/ gram,equivalent per mass,CT/MN,meq/g,RP66,POSC,true,meq/g,meqPg,meq/g,,,,,,,,,,,,,,,,,,,,1,eq/kg,,,,,,,,
milliEuclid,dimensionless,1,ppk,RP66,POSC,true,mEuc,mEuc,mEuc,poisson ratio,,,,,,,,,,ppk,POSC,permil,POSC,,,,,,0.001,Euc,,,,,,,,
millions of electron volts,energy,L2M/T2,MeV,RP66,POSC,true,MeV,MeV,MeV,work,,,,,,,,,,,,,,,,,,,0.000000000000160219,J,,,,,,,,
megaflops,operations per time,1/T,,,POSC,true,Mflops,Mflops,Mflops,,,,,,,,,,,,,,,,,,,,1000000,1/s,,,,,,,,
megagram,mass,M,Mg,RP66,POSC,true,Mg,Mg,Mg,,,,,,,,,,,,,,,,,,,,1000,kg,,,,,,,,
milligram,mass,M,mg,RP66,POSC,true,mg,mg,mg,,,,,,,,,,,,,,,,,,,,0.000001,kg,,,,,,,,
megagrams/year,mass flow rate,M/T,Mg/a,RP66,POSC,true,Mg/a,MgPa,Mg/a,,,,,,,,,,,,,,,,,,,,,kg/s,1000,31558150,,,,,,
megagrams/day,mass flow rate,M/T,Mg/d,RP66,POSC,true,Mg/d,MgPd,Mg/d,,,,,,,,,,,,,,,,,,,,,kg/s,1000,86400,,,,,,
milligrams/cubic decimetre,density,M/L3,mg/dm3,RP66,POSC,true,mg/dm3,mgPdm3,mg/dm3,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.001,kg/m3,,,,,,,,
milligrams/US gallon,density,M/L3,mg/galUS,RP66,POSC,true,mg/galUS,mgPgalUS,mg/galUS,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.000264172,kg/m3,,,,,,,,
megagrams/hour,mass flow rate,M/T,Mg/h,RP66,POSC,true,Mg/h,MgPh,Mg/h,,,,,,,,,,,,,,,,,,,,,kg/s,1,3.6,,,,,,
thousand kilograms per inch,mass per length,M/L,Mg/in,RP66,POSC,true,Mg/in,MgPin,Mg/in,linear density,,,,,,,,,,,,,,,,,,,,kg/m,1000,0.0254,,,,,,
milligrams/joule,mass per energy,T2/L2,mg/J,RP66,POSC,true,mg/J,mgPJ,mg/J,,,,,,,,,,,,,,,,,,,,0.000001,kg/J,,,,,,,,
milligrams/kilogram,mass concentration,1,mg/kg,RP66,POSC,true,mg/kg,mgPkg,mg/kg,,,,,,,,,,,,,,,,,,,,0.000001,Euc,,,,,,,,
milligram per litre,density,M/L3,mg/L,RP66,POSC,true,mg/L,mgPL,mg/L,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.001,kg/m3,,,,,,,,
megagrams/square metre,surface density,M/L2,Mg/m2,RP66,POSC,true,Mg/m2,MgPm2,Mg/m2,areic mass,,,,,,,,,,,,,,,,,,,1000,kg/m2,,,,,,,,
milligrams/cubic metre,density,M/L3,mg/m3,RP66,POSC,true,mg/m3,mgPm3,mg/m3,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.000001,kg/m3,,,,,,,,
thousand kilograms per cubic metre,density,M/L3,Mg/m3,RP66,POSC,true,Mg/m3,MgPm3,Mg/m3,mass density,,volumic mass,,,,,,,,,,,,,,,,,1000000,kg/m3,,,,,,,,
milligalileo,acceleration linear,L/T2,mGal,RP66,POSC,true,mGal,mGal,mGal,,,,,,,,,,,,,,,,,,,,0.00001,m/s2,,,,,,,,
milligauss,magnetic induction,M/CT2,,,POSC,true,mgauss,mgauss,mgauss,magnetic flux density,,,,,,,,,,,,,,,,,,,0.0000001,T,,,,,,,,
German legal metre,length,L,,,POSC,true,mGer,mGer,mGer,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,1.000014,m,,,,,,,,
thousand kilograms force,force,LM/T2,,,POSC,true,Mgf,Mgf,Mgf,,,,,,,,,,,,,,,,,,,,4448222,N,,,,,,,,
milligravity,acceleration linear,L/T2,mgn,RP66,POSC,true,mgn,mgn,mgn,,,,,,,,,,,,,,,,,,,,0.00980665,m/s2,,,,,,,,
milligray,absorbed dose,L2/T2,mGy,RP66,POSC,true,mGy,mGy,mGy,,,,,,,,,,,,,,,,,,,,0.001,Gy,,,,,,,,
millihenries,self inductance,L2M/C2T2,mH,RP66,POSC,true,mH,mH,mH,permeance,,,,,,,,,,,,,,,,,,,0.001,H,,,,,,,,
mhos,electric conductance,C2T3/L2M,mho,RP66,POSC,true,mho,mho,mho,admittance,,susceptance,,,,,,,,,,,,,,,,,1,S,,,,,,,,
mhos/metre,conductivity,C2T3/L3M,mho/m,RP66,POSC,true,mho/m,mhoPm,mho/m,,,,,,,,,,,,,,,,,,,,1,S/m,,,,,,,,
megahertz,frequency,1/T,MHz,RP66,POSC,true,MHz,MHz,MHz,,,,,,,,,,,,,,,,,,,,6283185.307,rad/s,,,,,,,,
millihertz,frequency,1/T,mHz,RP66,POSC,true,mHz,mHz,mHz,,,,,,,,,,,,,,,,,,,,0.006283185307,rad/s,,,,,,,,
mile,length,L,mi,RP66,POSC,true,mi,mi,mi,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,length of path,distance,wavelength,,,1609.344,m,,,,,,,,
miles/UK gallon,length per volume,1/L2,mi/galUK,RP66,POSC,true,mi/galUK,miPgalUK,mi/galUK,,,,,,,,,,,,,,,,,,,,,1/m2,1609.344,0.004546092,,,,,,
miles/US gallon,length per volume,1/L2,mi/galUS,RP66,POSC,true,mi/galUS,miPgalUS,mi/galUS,,,,,,,,,,,,,,,,,,,,,1/m2,1609.344,0.003785412,,,,,,
miles/hour,velocity,L/T,mi/h,RP66,POSC,true,mi/h,miPh,mi/h,,,,,,,,,,,,,,,,,,,,,m/s,1609.344,3600,,,,,,
miles/inch,scale,1,mi/in,RP66,POSC,true,mi/in,miPin,mi/in,length per length,,,,,,,,,,,,,,,,,,,63360,Euc,,,,,,,,
square miles,area,L2,mi2,RP66,POSC,true,mi2,mi2,mi2,,,,,,,,,,,sq mi,POSC,,,,,,,,2589988,m2,,,,,,,,
cubic mile,volume,L3,mi3,RP66,POSC,true,mi3,mi3,mi3,,,,,,,,,,,cubem,POSC,,,,,,,,4168182000,m3,,,,,,,,
"mil, a thousandth of an inch",length,L,in/1000,WITSML,POSC,true,mil,mil,mil,breadth,,height,,,thickness,radius,radius of curvature,diameter,length of path,,,,,distance,wavelength,mean free path,,,0.0000254,m,,,,,,,,
mils/year,velocity,L/T,,,POSC,true,mil/yr,milPyr,mil/yr,,,,,,,,,,,,,,,,,,,,,m/s,0.0000254,31558150,,,,,,
mil_6400,plane angle,A,,,POSC,true,mila,mila,mila,,,,,,,,,,,,,,,,,,,,,rad,3.1415926535898,3200,,,,,,
minutes,time,T,min,RP66,POSC,true,min,min,min,,,,,,,,,,,,,,,,,,,,60,s,,,,,,,,
minute per foot,time per length,T/L,min/ft,RP66,POSC,true,min/ft,minPft,min/ft,,,,,,,,,,,,,,,,,,,,,s/m,60,0.3048,,,,,,
minute per meter,time per length,T/L,min/m,RP66,POSC,true,min/m,minPm,min/m,,,,,,,,,,,,,,,,,,,,60,s/m,,,,,,,,
minutes angular,plane angle,A,mina,RP66,POSC,true,mina,mina,mina,,,,,,,,,,,,,,,,,,,,0.00029088821,rad,,,,,,,,
U.S. Survey mile,length,L,miUS,RP66,POSC,true,miUS,miUS,miUS,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,1609.347,m,,,,,,,,
U.S. Survey square mile,area,L2,miUS2,RP66,POSC,true,miUS2,miUS2,miUS2,,,,,,,,,,,,,,,,,,,,2589998,m2,,,,,,,,
megajoules,energy,L2M/T2,MJ,RP66,POSC,true,MJ,MJ,MJ,work,,,,,,,,,,,,,,,,,,,1000000,J,,,,,,,,
millijoules,energy,L2M/T2,mJ,RP66,POSC,true,mJ,mJ,mJ,work,,,,,,,,,,,,,,,,,,,0.001,J,,,,,,,,
megajoules/year,power,L2M/T3,MJ/a,RP66,POSC,true,MJ/a,MJPa,MJ/a,,,,,,,,,,,,,,,,,,,,,W,1000000,31558150,,,,,,
millijoules/square centimetre,energy per area,M/T2,mJ/cm2,RP66,POSC,true,mJ/cm2,mJPcm2,mJ/cm2,,,,,,,,,,,,,,,,,,,,10,N/m,,,,,,,,
megajoules/kilogram,specific energy,L2/T2,MJ/kg,RP66,POSC,true,MJ/kg,MJPkg,MJ/kg,,,,,,,,,,,,,,,,,,,,1000000,J/kg,,,,,,,,
megajoules/metre,energy per length,LM/T2,MJ/m,RP66,POSC,true,MJ/m,MJPm,MJ/m,,,,,,,,,,,,,,,,,,,,1000000,N,,,,,,,,
millijoules/square metre,energy per area,M/T2,mJ/m2,RP66,POSC,true,mJ/m2,mJPm2,mJ/m2,,,,,,,,,,,,,,,,,,,,0.001,N/m,,,,,,,,
megajoules/cubic metre,normal stress,M/LT2,MJ/m3,RP66,POSC,true,MJ/m3,MJPm3,MJ/m3,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,1000000,J/m3,,,,,,,,
megajoules/mole (kilogram),molar thermodynamic energy,L2M/NT2,MJ/mol,RP66,POSC,true,MJ/kmol,MJPkmol,MJ/kmol,chemical potential,,affinity of a chemical reaction,,,,,,,,,,,,,,,,,1000,J/mol,,,,,,,,
megajoules/mole (kilogram),molar thermodynamic energy,L2M/NT2,MJ/mol,RP66,POSC,true,MJ/mol(kg),MJPmol(kg),MJ/mol(kg),chemical potential,,affinity of a chemical reaction,,2.2,,,,,,,,,,,,,,,1000000,J/mol,,,,,,,,
millidegrees Kelvin/metre,temperature per length,K/L,,,POSC,true,mK/m,mKPm,mK/m,,,,,,,,,,,,,,,,,,,,0.001,K/m,,,,,,,,
millilitre,volume,L3,mL,RP66,POSC,true,mL,mL,mL,,,,,,,,,,,,,,,,,,,,0.000001,m3,,,,,,,,
millilitres/UK gallon,volume per volume,1,mL/galUK,RP66,POSC,true,mL/galUK,mLPgalUK,mL/galUK,,,,,,,,,,,,,,,,,,,,0.0002199692,Euc,,,,,,,,
millilitres/US gallon,volume per volume,1,mL/galUS,RP66,POSC,true,mL/galUS,mLPgalUS,mL/galUS,,,,,,,,,,,,,,,,,,,,0.000264172,Euc,,,,,,,,
milliliter per milliliter,volume per volume,1,mL/mL,RP66,POSC,true,mL/mL,mLPmL,mL/mL,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
million pounds mass/year,mass flow rate,M/T,,,POSC,true,Mlbm/yr,MlbmPyr,Mlbm/yr,,,,,,,,,,,,,,,,,,,,,kg/s,453592.4,31558150,,,,,,
millimetres,length,L,mm,RP66,POSC,true,mm,mm,mm,,,,,,,,,,,,,,,,,,,,0.001,m,,,,,,,,
megameter,length,L,Mm,RP66,POSC,true,Mm,Mm,Mm,,,,,,,,,,,,,,,,,,,,0.001,m,,,,,,,,
millimetres/year,velocity,L/T,mm/a,RP66,POSC,true,mm/a,mmPa,mm/a,,,,,,,,,,,,,,,,,,,,,m/s,0.001,31558150,,,,,,
millimetres/millimetre degree Kelvin,linear thermal expansion,1/K,mm/mm.K,RP66,POSC,true,mm/mm.K,mmPmmTK,mm/mm.K,,,,,,,,,,,,,,,,,,,,1,1/K,,,,,,,,
millimetres/second,velocity,L/T,mm/s,RP66,POSC,true,mm/s,mmPs,mm/s,,,,,,,,,,,,,,,,,,,,0.001,m/s,,,,,,,,
square millimetres,area,L2,mm2,RP66,POSC,true,mm2,mm2,mm2,,,,,,,,,,,,,,,,,,,,0.000001,m2,,,,,,,,
square millimetres/square millimetre,area per area,1,mm2/mm2,RP66,POSC,true,mm2/mm2,mm2Pmm2,mm2/mm2,shear strain,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
square millimetres/second,kinematic viscosity,L2/T,mm2/s,RP66,POSC,true,mm2/s,mm2Ps,mm2/s,thermal diffusivity,,area per time,,,,,,,,,,,,,,,,,0.000001,m2/s,,,,,,,,
cubic millimetres,volume,L3,mm3,RP66,POSC,true,mm3,mm3,mm3,,,,,,,,,,,,,,,,,,,,0.000000001,m3,,,,,,,,
cubic millimetres/joule,isothermal compressibility,LT2/M,mm3/J,RP66,POSC,true,mm3/J,mm3PJ,mm3/J,,,,,,,,,,,,,,,,,,,,0.000000001,m3/J,,,,,,,,
million barrels,volume,L3,,,POSC,true,MMbbl,MMbbl,MMbbl,,,,,,,,,,,,,,,,,,,,158987.3,m3,,,,,,,,
million barrels/acre foot,volume per volume,1,,,POSC,true,MMbbl/acre.ft,MMbblPacreTft,MMbbl/acre.ft,,,,,,,,,,,,,,,,,,,,,Euc,158987.3,1233.489,,,,,,
million cubic feet,volume,L3,M(ft3),POSC,POSC,true,MMcf,MMcf,MMcf,,,,,2,,,,,,,,,,,,,,,28316.85,m3,,,,,,,,
millimetres of Mercury at 0 deg C,force per area,M/LT2,,,POSC,true,mmHg(0C),mmHg(0C),mmHg(0C),pressure,,,,,,,,,,,,,,,,,,,133.3224,Pa,,,,,,,,
millimhos/metre,conductivity,C2T3/L3M,mmho/m,RP66,POSC,true,mmho/m,mmhoPm,mmho/m,,,,,,,,,,,,,,,,,,,,0.001,S/m,,,,,,,,
millimole,amount of substance,N,mmol,RP66,POSC,true,mmol,mmol,mmol,,,,,,,,,,,,,,,,,,,,0.001,mol,,,,,,,,
million standard cubic feet at 60 deg F,standard volume,M3,,,POSC,true,MMscf(60F),MMscf(60F),MMscf(60F),,,,,,,,,,,,,,,,,,,,28262.357,scm(15C),,,,,,,,
million standard cubic feet/day,standard volume per time,M3/T,,,POSC,true,MMscf(60F)/d,MMscf(60F)Pd,MMscf(60F)/d,,,,,,,,,,,,,,,,,,,,,scm(15C)/s,28262.357,86400,,,,,,
million std cu ft/ stock tank barrel,volume per volume,1,,,POSC,true,MMscf60/stb60,MMscf60Pstb60,MMscf60/stb60,,,,,,,,,,,,,,,,,,,,,Euc,28262.357,0.1589873,,,,,,
million standard cubic metres 15C,standard volume,M3,Mscm3,POSC,POSC,true,MMscm(15C),MMscm(15C),MMscm(15C),,,,,,,,,,,,,,,,,,,,1000000,scm(15C),,,,,,,,
"million std cubic metres, 15 degC/day",standard volume per time,M3/T,,,POSC,true,MMscm(15C)/d,MMscm(15C)Pd,MMscm(15C)/d,,,,,,,,,,,,,,,,,,,,,scm(15C)/s,1000000,86400,,,,,,
million stock tank barrels 60 deg F,standard volume,M3,,,POSC,true,MMstb(60F),MMstb(60F),MMstb(60F),,,,,,,,,,,,,,,,,,,,158987.3,scm(15C),,,,,,,,
"million stock tank barrels, 60 deg F/day",standard volume per time,M3/T,,,POSC,true,MMstb(60F)/d,MMstb(60F)Pd,MMstb(60F)/d,,,,,,,,,,,,,,,,,,,,,scm(15C)/s,158987.3,86400,,,,,,
million stock tank barrels 60 deg F/acre,standard volume per area,M,,,POSC,true,MMstb/acre,MMstbPacre,MMstb/acre,,,,,,,,,,,,,,,,,,,,,scm(15C)/m2,158987.3,4046.873,,,,,,
"million stbs, 60 deg F/acre foot",standard volume per volume,1,,,POSC,true,MMstb/acre.ft,MMstbPacreTft,MMstb/acre.ft,,,,,,,,,,,,,,,,,,,,,scm(15C)/m3,158987.3,1233.489,,,,,,
meganewtons,force,LM/T2,MN,RP66,POSC,true,MN,MN,MN,,,,,,,,,,,,,,,,,,,,1000000,N,,,,,,,,
millinewtons,force,LM/T2,mN,RP66,POSC,true,mN,mN,mN,,,,,,,,,,,,,,,,,,,,0.001,N,,,,,,,,
millinewton metres squared,force area,L3M/T2,mN.m2,RP66,POSC,true,mN.m2,mNTm2,mN.m2,,,,,,,,,,,,,,,,,,,,0.001,N.m2,,,,,,,,
millinewtons/kilometre,force per length,M/T2,mN/km,RP66,POSC,true,mN/km,mNPkm,mN/km,,,,,,,,,,,,,,,,,,,,0.000001,N/m,,,,,,,,
millinewtons/metre,force per length,M/T2,mN/m,RP66,POSC,true,mN/m,mNPm,mN/m,,,,,,,,,,,,,,,,,,,,0.001,N/m,,,,,,,,
megaohm,resistance,L2M/C2T3,Mohm,RP66,POSC,true,Mohm,Mohm,Mohm,impedance,,,,,,,,,,,,,,,,,,,1000000,ohm,,,,,,,,
milliohm,resistance,L2M/C2T3,mohm,RP66,POSC,true,mohm,mohm,mohm,impedance,,,,,,,,,,,,,,,,,,,0.001,ohm,,,,,,,,
mole (gram),amount of substance,N,,,POSC,true,mol(g),mol(g),mol(g),,,,,2.2,,,,,,,,,,,,,,,0.001,mol,,,,,,,,
mole (kilogram),amount of substance,N,mol,RP66,POSC,true,mol(kg),mol(kg),mol(kg),,,,,2.2,,,,,,,,,,,,,,,1,mol,,,,,,,,
moles (kilogram)/hour,mole per time,N/T,mol/h,RP66,POSC,true,kmol/h,kmolPh,kmol/h,,,,,,,,,,,,,,,,,,,,,mol/s,1000,3600,,,,,,
moles (kilogram)/hour,mole per time,N/T,mol/h,RP66,POSC,true,mol(kg)/h,mol(kg)Ph,mol(kg)/h,,,,,2.2,,,,,,,,,,,,,,,,mol/s,1,3600,,,,,,
moles (kilogram)/cubic metre,concentration of B,N/L3,mol/m3,RP66,POSC,true,kmol/m3,kmolPm3,kmol/m3,amount of a substance,,,,,,,,,,,,,,,,,,,1000,mol/m3,,,,,,,,
moles (kilogram)/cubic metre,concentration of B,N/L3,mol/m3,RP66,POSC,true,mol(kg)/m3,mol(kg)Pm3,mol(kg)/m3,amount of a substance,,,,2.2,,,,,,,,,,,,,,,1,mol/m3,,,,,,,,
moles (kilogram)/second,mole per time,N/T,mol/s,RP66,POSC,true,kmol/s,kmolPs,kmol/s,,,,,,,,,,,,,,,,,,,,1000,mol/s,,,,,,,,
moles (kilogram)/second,mole per time,N/T,mol/s,RP66,POSC,true,mol(kg)/s,mol(kg)Ps,mol(kg)/s,,,,,2.2,,,,,,,,,,,,,,,1,mol/s,,,,,,,,
moles (pounds mass),amount of substance,N,,,POSC,true,lbmole,lbmole,lbmole,,,,,,,,,,,,,,,,,,,,453.5924,mol,,,,,,,,
moles (pounds mass),amount of substance,N,,,POSC,true,mol(lbm),mol(lbm),mol(lbm),,,,,2.2,,,,,,,,,,,,,,,0.4535924,mol,,,,,,,,
moles (pounds mass)/cubic foot,concentration of B,N/L3,,,POSC,true,lbmole/ft3,lbmolePft3,lbmole/ft3,amount of a substance,,,,,,,,,,,,,,,,,,,16018.46,mol/m3,,,,,,,,
moles (pounds mass)/cubic foot,concentration of B,N/L3,,,POSC,true,mol(lbm)/ft3,mol(lbm)Pft3,mol(lbm)/ft3,amount of a substance,,,,2.2,,,,,,,,,,,,,,,16.01846,mol/m3,,,,,,,,
moles (pounds mass)/UK gallon,concentration of B,N/L3,,,POSC,true,lbmole/galUK,lbmolePgalUK,lbmole/galUK,amount of a substance,,,,,,,,,,,,,,,,,,,99776.33537,mol/m3,,,,,,,,
moles (pounds mass)/UK gallon,concentration of B,N/L3,,,POSC,true,mol(lbm)/galUK,mol(lbm)PgalUK,mol(lbm)/galUK,amount of a substance,,,,2.2,,,,,,,,,,,,,,,99.77633,mol/m3,,,,,,,,
moles (pounds mass)/US gallon,concentration of B,N/L3,,,POSC,true,lbmole/galUS,lbmolePgalUS,lbmole/galUS,amount of a substance,,,,,,,,,,,,,,,,,,,119826.4,mol/m3,,,,,,,,
moles (pounds mass)/US gallon,concentration of B,N/L3,,,POSC,true,mol(lbm)/galUS,mol(lbm)PgalUS,mol(lbm)/galUS,amount of a substance,,,,2.2,,,,,,,,,,,,,,,119.8264,mol/m3,,,,,,,,
moles (pounds mass)/hour,mole per time,N/T,,,POSC,true,lbmole/h,lbmolePh,lbmole/h,,,,,,,,,,,,,,,,,,,,,mol/s,453.5924,3600,,,,,,
moles (pounds mass)/hour,mole per time,N/T,,,POSC,true,mol(lbm)/h,mol(lbm)Ph,mol(lbm)/h,,,,,2.2,,,,,,,,,,,,,,,,mol/s,0.4535924,3600,,,,,,
moles (pounds mass)/hour square foot,mole per time per area,N/L2T,,,POSC,true,mol(lbm)/h.ft2,mol(lbm)PhTft2,mol(lbm)/h.ft2,,,,,2.2,,,,,,,,,,,,,,,,mol/m2.s,0.4535924,334.450944,,,,,,
moles (pounds mass)/hour square foot,mole per time per area,N/L2T,,,POSC,true,lbmole/h.ft2,lbmolePhTft2,lbmole/h.ft2,,,,,,,,,,,,,,,,,,,,,mol/m2.s,453.5924,334.450944,,,,,,
moles (pounds mass)/second,mole per time,N/T,,,POSC,true,lbmole/s,lbmolePs,lbmole/s,,,,,,,,,,,,,,,,,,,,453.5924,mol/s,,,,,,,,
moles (pounds mass)/second,mole per time,N/T,,,POSC,true,mol(lbm)/s,mol(lbm)Ps,mol(lbm)/s,,,,,2.2,,,,,,,,,,,,,,,0.4535924,mol/s,,,,,,,,
moles (pounds mass)/second square foot,mole per time per area,N/L2T,,,POSC,true,lbmole/s.ft2,lbmolePsTft2,lbmole/s.ft2,,,,,,,,,,,,,,,,,,,,,mol/m2.s,453.5924,0.09290304,,,,,,
moles (pounds mass)/second square foot,mole per time per area,N/L2T,,,POSC,true,mol(lbm)/s.ft2,mol(lbm)PsTft2,mol(lbm)/s.ft2,,,,,2.2,,,,,,,,,,,,,,,,mol/m2.s,0.4535924,0.09290304,,,,,,
millipascal,force per area,M/LT2,mPa,RP66,POSC,true,mPa,mPa,mPa,pressure,,,,,,,,,,,,,,,,,,,0.001,Pa,,,,,,,,
megapascals,force per area,M/LT2,MPa,RP66,POSC,true,MPa,MPa,MPa,pressure,,,,,,,,,,,,,,,,,,,1000000,Pa,,,,,,,,
millipascal seconds,dynamic viscosity,M/LT,mPa.s,RP66,POSC,true,mPa.s,mPaTs,mPa.s,,,,,,,,,,,,,,,,,,,,0.001,Pa.s,,,,,,,,
megapascal seconds/metre (megarayl),mass per time per area,M/L2T,MPa.s/m,RP66,POSC,true,MPa.s/m,MPaTsPm,MPa.s/m,,,,,,,,,,,,,,,,,,,,1000000,kg/m2.s,,,,,,,,
megapascal per hour,pressure per time,M/LT3,MPa/h,RP66,POSC,true,MPa/h,MPaPh,MPa/h,,,,,,,,,,,,,,,,,,,,,Pa/s,1000000,3600,,,,,,
megapascal per meter,force per volume,M/L2T2,MPa/m,RP66,POSC,true,MPa/m,MPaPm,MPa/m,pressure per length,,,,,,,,,,,,,,,,,,,1000000,Pa/m,,,,,,,,
mega pounds per square inch,force per area,M/LT2,Mpsi,RP66,POSC,true,Mpsi,Mpsi,Mpsi,pressure,,,,,,,,,,,,,,,,,,,6894757000,Pa,,,,,,,,
milliradian,plane angle,A,mrad,RP66,POSC,true,mrad,mrad,mrad,,,,,,,,,,,,,,,,,,,,0.001,rad,,,,,,,,
megaradian,plane angle,A,Mrad,RP66,POSC,true,Mrad,Mrad,Mrad,,,,,,,,,,,,,,,,,,,,1000000,rad,,,,,,,,
milli-rem,dose equivalent,L2/T2,,,POSC,true,mrem,mrem,mrem,,,,,,,,,,,,,,,,,,,,0.00001,Sv,,,,,,,,
milli-rems per hour,dose equivalent rate,L2/T3,,,POSC,true,mrem/h,mremPh,mrem/h,,,,,,,,,,,,,,,,,,,,,Sv/s,0.00001,3600,,,,,,
millisiemen,electric conductance,C2T3/L2M,mS,RP66,POSC,true,mS,mS,mS,admittance,,susceptance,,,,,,,,,,,,,,,,,0.001,S,,,,,,,,
milliseconds,time,T,ms,RP66,POSC,true,ms,ms,ms,,,,,,,,,,,,,,,,,,,,0.001,s,,,,,,,,
half a millisecond,time,T,,,POSC,true,ms/2,msP2,ms/2,,,,,,,,,,,,,,,,,,,,0.0005,s,,,,,,,,
milliseconds/centimetre,time per length,T/L,ms/cm,RP66,POSC,true,ms/cm,msPcm,ms/cm,slowness,,,,,,,,,,,,,,,,,,,0.1,s/m,,,,,,,,
millisecond per foot,time per length,T/L,ms/ft,RP66,POSC,true,ms/ft,msPft,ms/ft,slowness,,,,,,,,,,,,,,,,,,,,s/m,0.001,0.3048,,,,,,
milliseconds/inch,time per length,T/L,ms/in,RP66,POSC,true,ms/in,msPin,ms/in,slowness,,,,,,,,,,,,,,,,,,,,s/m,0.001,0.0254,,,,,,
millisiemens/metre,conductivity,C2T3/L3M,mS/m,RP66,POSC,true,mS/m,mSPm,mS/m,,,,,,,,,,,,,,,,,,,,0.001,S/m,,,,,,,,
millisecond per meter,time per length,T/L,ms/m,RP66,POSC,true,ms/m,msPm,ms/m,slowness,,,,,,,,,,,,,,,,,,,0.001,s/m,,,,,,,,
milliseconds/second,relative time,1,ms/s,RP66,POSC,true,ms/s,msPs,ms/s,,,,,,,,,,,,,,,,,,,,0.001,Euc,,,,,,,,
thousand cubic feet at 60 deg F,standard volume,M3,,,POSC,true,Mscf(60F),Mscf(60F),Mscf(60F),,,,,,,,,,,,,,,,,,,,28.262357,scm(15C),,,,,,,,
thousand standard cubic feet/day,standard volume per time,M3/T,,,POSC,true,Mscf(60F)/d,Mscf(60F)Pd,Mscf(60F)/d,,,,,,,,,,,,,,,,,,,,,scm(15C)/s,28.262357,86400,,,,,,
thousand std cu ft/ stock tank barrel,volume per volume,1,,,POSC,true,Mscf60/stb60,Mscf60Pstb60,Mscf60/stb60,,,,,,,,,,,,,,,,,,,,,Euc,28.262357,0.1589873,,,,,,
